financial_year,award_date,sale_type,lot_number,location,use,use_category_normalized,site_area_sqm,premium_hkd_m,cancelled,parse_confidence,development_english_name,development_address_english,csdi_lot_number,num_bids,successful_tenderer,other_bidders,latitude,longitude,sale_regime,sale_regime_source,parent_developer,max_gfa,gfa_unit,accommodation_value,av_unit,premium_crosscheck_ok,source_url,note,buyer_normalized,buyer_type,winner_source,maxgfa_source,devm_name_source,gfa_check,min_flat_count,flat_size_restriction,flat_req_special,flat_req_source,flat_req_confidence,consent_development,consent_developer,consent_status,consent_date
2018-2019,11/4/2018,tender,TSING YI TOWN LOT NO. 192,"JUNCTION OF LIU TO ROAD AND HANG MEI STREET, TSING YI, NEW TERRITORIES",RESIDENTIAL R1,residential,1335.6,867.3,,high,THE MET. AZURE,8 LIU TO ROAD,TSING YI TOWN LOT NO. 192,25,Newex Limited (Wang On Properties Limited),(1) Asiafame Investment Limited (Precious Spring Limited);<br/>(2) Cosmic Fortune Limited (Wheelock Properties Limited);<br/>(3) Crown Gain Investments Limited (CK Asset Holdings Limited);<br/>(4) Danford Development Limited (Sino Land Company Limited);<br/>(5) Dragon Star H.K. Investments Limited (K. Wah International Holdings Limited);<br/>(6) Faith Support Limited (Sino-Ocean Land (Hong Kong) Limited);<br/>(7) Fame Top International Investment Limited;<br/>(8) Fine Time Development Limited (Hong Kong Ferry (Holdings) Company Limited);<br/>(9) Grand Build Development Limited (Grand Ming Group Holdings Limited);<br/>(10) Great Oscar Development Limited (Top Spring International Holdings Limited and Asia Allied Infrastructure Holdings Limited);<br/>(11) Happy Land Corporation Limited (Emperor International Holdings Limited);<br/>(12) Joy Wide Asia Investment Limited (Rosy Unicorn Limited);<br/>(13) Macfull Limited (China Overseas Land & Investment Limited);<br/>(14) One Gold Investment Limited (K&K Property Holdings Limited);<br/>(15) Perfect Horizon Holdings Limited (Empire Development Hong Kong Limited);<br/>(16) Power Ample Limited (Chevalier International Holdings Limited);<br/>(17) Rainbow Legend Limited (New Explorer Investments Limited);<br/>(18) Regal Galaxy Investment Limited (Treasure Dynasty Investments Limited);<br/>(19) Silver Unicorn Global Limited (Country Garden Holdings Company Limited);<br/>(20) Smart Base Holdings Limited (Paliburg Holdings Limited and Regal Hotels International Holdings Limited);<br/>(21) Sovereign Land Company Limited (Far East Consortium International Limited);<br/>(22) Well Choice Limited;<br/>(23) White Peace Limited (CSI Properties Limited); and <br/>(24) Wiz Range Group Limited (Tai Hung Fai Group Holdings Limited). | N.A. | N.A.,22.35763335,114.0967113,govt-led,FY rule: Application List abolished Feb 2013; all sales government-initiated,Wang On Properties Limited,7432,sq m,10842,HK$/sq ft,yes,https://www.info.gov.hk/gia/general/201804/11/P2018041100788.htm,"Max GFA approx 80,000 sq ft (7,432 sq m) per developer; press release states minimum GFA 5,431 sq m, max per Conditions of Sale.",Wang On,local_minor,https://www.info.gov.hk/gia/general/201804/11/P2018041100788.htm | raw/2018-2019/TSINGYITOWNLOTNO192__result.pdf,https://www.info.gov.hk/gia/general/201804/11/P2018041100788.htm | raw/2018-2019/TSINGYITOWNLOTNO192__result.pdf,https://www.woproperties.com/en/business/detail.php?id=32 | raw/2018-2019/TSINGYITOWNLOTNO192__devname.pdf,unverified,,,,https://www.legco.gov.hk/research-publications/english/essentials-2022ise09-regulation-on-minimum-home-size-in-london.htm,inferred-N,The Metï¼ŽAzure,APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | NEWEX LIMITED,Named development,23-Jul-21
2018-2019,2/5/2018,tender,TUEN MUN TOWN LOT NO. 544,"SIU LANG SHUI ROAD, AREA 49, TUEN MUN, NEW TERRITORIES",LOGISTICS DEVELOPMENT PURPOSES,logistics,31667,2750.888888,,high,,,TUEN MUN TOWN LOT NO. 544,5,Westlink Investments (Goodman HK Investments),(1) Danford Development Limited (Sino Land Company Limited);<br/>(2) First Fair Limited (Sun Hung Kai Properties Limited);<br/>(3) Mapletree TM (HKSAR) Limited (Mapletree Investments Pte Limited); and <br/>(4) TMLC Limited (NWS Ports Management Limited). | N.A. | N.A.,22.37057523,113.9324355,govt-led,FY rule: Application List abolished Feb 2013; all sales government-initiated,Goodman HK Investments,79167.5,sq m,3228,HK$/sq ft,yes,https://www.info.gov.hk/gia/general/201805/02/P2018050200747.htm,"Logistics site; max GFA 79,167.5 sq m.",Goodman,non_property_logistics,https://www.info.gov.hk/gia/general/201805/02/P2018050200747.htm | raw/2018-2019/TUENMUNTOWNLOTNO544__result.pdf,https://www.info.gov.hk/gia/general/201805/02/P2018050200747.htm | raw/2018-2019/TUENMUNTOWNLOTNO544__result.pdf,,,,,,,,,,No consent,
2018-2019,15/05/2018,tender,NEW KOWLOON INLAND LOT NO. 6568,"KAI TAK AREA 1F, SITE 1, KAI TAK, KOWLOON",RESIDENTIAL R1,residential,16556,25161,,high,CULLINAN SKY DEVELOPMENT,10 CONCORDE ROAD,NEW KOWLOON INLAND LOT NO. 6568,5,Super Great Limited (Sun Hung Kai Properties Limited),"(1) City Champion Investments Limited (CK Asset Holdings Limited);<br/>(2) Juliyam Limited (Henderson Land Development Company Limited);<br/>(3) Sky Base Properties Limited (Sino Land Company Limited, Kerry Properties Limited, K. Wah International Holdings Limited and Lifestyle International Holdings Limited); and <br/>(4) Voyage Mile Limited (Wheelock Properties Limited, Chime Corporation Limited, New World Development Company Limited and China Overseas Land & Investment Limited). | N.A. | N.A.",22.33199466,114.1993238,govt-led,FY rule: Application List abolished Feb 2013; all sales government-initiated,Sun Hung Kai Properties Limited,131495,sq m,17777,HK$/sq ft,yes,https://www.info.gov.hk/gia/general/201805/15/P2018051500781.htm,Kai Tak Area 1F Site 1; max GFA incl Government Accommodation.,Sun Hung Kai Properties,local_major,https://www.info.gov.hk/gia/general/201805/15/P2018051500781.htm | raw/2018-2019/NEWKOWLOONINLANDLOTNO6568__result.pdf,https://www.info.gov.hk/gia/general/201805/15/P2018051500781.htm | raw/2018-2019/NEWKOWLOONINLANDLOTNO6568__result.pdf,https://www.shkp.com/Content/Uploads/SHKPQuarterly/2018q2/sc/ebook/26/ | raw/2018-2019/NEWKOWLOONINLANDLOTNO6568__devname.pdf,match,,,,https://www.legco.gov.hk/research-publications/english/essentials-2022ise09-regulation-on-minimum-home-size-in-london.htm,inferred-N,Cullinan Sky Development | Cullinan Sky Development (Phase 1) | Cullinan Sky Development (Phase 2) | Pending (Phase 1) | Pending (Phase 2),APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | APPROVAL OF SUB-DEED OF MUTUAL COVENANT | CONSENT TO ASSIGN FOR RESIDENTIAL DEVELOPMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | SUPER GREAT LIMITED,Named development,11 November 2024 | 14 June 2023
2018-2019,27/06/2018,tender,KWAI CHUNG TOWN LOT NO. 527,"CONTAINER PORT ROAD, KWAI CHUNG, NEW TERRITORIES",PETROL FILLING STATION,petrol_or_ev,1579.2,545.8,,high,,,KWAI CHUNG TOWN LOT NO. 527,4,Sinopec (Hong Kong) Limited (Sinopec Marketing Company Limited),(1) Chevron Hong Kong Limited;<br/>(2) ExxonMobil Hong Kong Limited; and <br/>(3) PetroChina International (Hong Kong) Corporation Limited. | N.A. | N.A.,22.35444992,114.1256747,govt-led,FY rule: Application List abolished Feb 2013; all sales government-initiated,Sinopec Marketing Company Limited,,,,,yes,https://www.info.gov.hk/gia/general/201806/27/P2018062700748.htm,Petrol filling station; no GFA-based accommodation value.,Sinopec,non_property_oil,https://www.info.gov.hk/gia/general/201806/27/P2018062700748.htm | raw/2018-2019/KWAICHUNGTOWNLOTNO527__result.pdf,https://www.info.gov.hk/gia/general/201806/27/P2018062700748.htm | raw/2018-2019/KWAICHUNGTOWNLOTNO527__result.pdf,,,,,,,,,,No consent,
2018-2019,25/07/2018,tender,FANLING SHEUNG SHUI TOWN LOT NO. 267,"ON CHUEN STREET, ON LOK TSUEN, FANLING, NEW TERRITORIES",INDUSTRIAL,industrial,3765,732.9,,high,,,FANLING SHEUNG SHUI TOWN LOT NO. 267,7,Macro Topper Limited (Billion Real Estate Holdings Limited),"(1) Eternal Focus Limited (Sino Land Company Limited);<br/>(2) Juliyam Limited (Henderson Land Development Company Limited);<br/>(3) Pacific Wing Group Limited (Samson Paper Holdings Limited);<br/>(4) Smart Benefit Corporation Limited (Emperor International Holdings Limited);<br/>(5) Tin Wah International Limited (K. Wah Properties (Holdings) Limited); and <br/>(6) Topco (H.K.) Limited (Sun Hung Kai Properties Limited). | (1) $614,000,000<br/>(2) $575,000,000<br/>(3) $518,000,000<br/>(4) $508,000,000<br/>(5) $360,000,000<br/>(6) $122,000,000 | N.A.",22.49632828,114.1455141,govt-led,FY rule: Application List abolished Feb 2013; all sales government-initiated,Billion Real Estate Holdings Limited,18825,sq m,3617,HK$/sq ft,yes,https://www.info.gov.hk/gia/general/201807/25/P2018072500736.htm,"Industrial; max GFA 18,825 sq m (excl public vehicle park).",Billion Development,local_minor,https://www.info.gov.hk/gia/general/201807/25/P2018072500736.htm | raw/2018-2019/FANLINGSHEUNGSHUITOWNLOTNO267__result.pdf,https://www.info.gov.hk/gia/general/201807/25/P2018072500736.htm | raw/2018-2019/FANLINGSHEUNGSHUITOWNLOTNO267__result.pdf,,,,,,,,18 On Chuen Street,CONSENT TO SELL FOR NON-RESIDENTIAL DEVELOPMENT | MACRO TOPPER LIMITED,Named development,30-Jun-22
2018-2019,15/08/2018,tender,NEW KOWLOON INLAND LOT NO. 6593,"KO CHIU ROAD, YAU TONG, KOWLOON",RESIDENTIAL R1,residential,3680,3300,,high,CHILL RESIDENCE,29 KO CHIU ROAD,NEW KOWLOON INLAND LOT NO. 6593,10,Ace Alliance Development Limited,"(1) Avion Investment Limited (Henderson Land Development Company Limited);<br/>(2) Channel First Limited (Sun Hung Kai Properties Limited);<br/>(3) Citypoint Investment Limited (CK Asset Holdings Limited);<br/>(4) Infinite Sun Limited (Wheelock Properties Limited);<br/>(5) Jantix Renewal Development Limited (Jantix Group Holdings Limited);<br/>(6) Kayson Limited (New World Development Company Limited);<br/>(7) One Gold Investment Limited (K&K Property Holdings Limited);<br/>(8) Sky Base Properties Limited (Sino Land Company Limited, China Overseas Land & Investment Limited and Billion Development and Project Management Limited); and <br/>(9) Tin Wah International Limited (K. Wah International Holdings Limited). | (1) $3,288,888,888<br/>(2) $3,282,000,000<br/>(3) $2,640,000,000<br/>(4) $2,588,000,000<br/>(5) $2,250,000,000<br/>(6) $2,085,238,000<br/>(7) $1,978,000,000<br/>(8) $1,800,000,000<br/>(9) $1,180,000,000 | N.A.",22.29602219,114.2419562,govt-led,FY rule: Application List abolished Feb 2013; all sales government-initiated,,33120,sq m,9257,HK$/sq ft,yes,https://www.devb.gov.hk/en/publications_and_press_releases/press/index_id_10087.html,"Ko Chiu Road, Yau Tong (Chill Residence). No parent company stated in press release.",Ace Alliance Development Limited,other,https://www.devb.gov.hk/en/publications_and_press_releases/press/index_id_10087.html | raw/2018-2019/NEWKOWLOONINLANDLOTNO6593__result.pdf,https://www.devb.gov.hk/en/publications_and_press_releases/press/index_id_10087.html | raw/2018-2019/NEWKOWLOONINLANDLOTNO6593__result.pdf,https://hk.centanet.com/info/en/new-property/CHA-KWO-LING-YAU-TONG-LEI-YUE-MUN/CHILL-RESIDENCE/2143 | raw/2018-2019/NEWKOWLOONINLANDLOTNO6593__devname.pdf,match,,,,https://www.legco.gov.hk/research-publications/english/essentials-2022ise09-regulation-on-minimum-home-size-in-london.htm,inferred-N,CHILL RESIDENCE,ACE ALLIANCE DEVELOPMENT LIMITED | APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO SELL FOR NON-RESIDENTIAL DEVELOPMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT,Named development,20 October 2022 | 31 December 2024
2018-2019,16/10/2018,tender,RURAL BUILDING LOT NO. 1211,"NOS. 2, 4, 6, 8, 9 AND 11 MANSFIELD ROAD, THE PEAK, HONG KONG",RESIDENTIAL R3,residential,,,yes,high,,,RURAL BUILDING LOT NO. 1211,5,---------,"(1) Channel First Limited (Sun Hung Kai Properties Limited);<br/>(2) Excellent Direction Limited (The Wharf (Holdings) Limited, New World Development Company Limited, Nan Fung Development Holdings Limited, Chime Corporation Limited, Sino Land Company Limited and China Overseas Land & Investment Limited);<br/>(3) Great Rainbow Investments Limited (CK Asset Holdings Limited);<br/>(4) Juliyam Limited (Henderson Land Development Company Limited); and <br/>(5) Tin Wah International Limited (K. Wah International Holdings Limited). | N.A. | Tender Cancelled on16 October 2018",22.2654387,114.1627018,govt-led,FY rule: Application List abolished Feb 2013; all sales government-initiated,,,,,,,,,,,,,,,,,,https://www.legco.gov.hk/research-publications/english/essentials-2022ise09-regulation-on-minimum-home-size-in-london.htm,inferred-N,,,Pending,Wharf Finance Limited
2018-2019,24/10/2018,tender,LOT NO. 2883 IN DEMARCATION DISTRICT NO. 130,"FUK HANG TSUEN LANE, LAM TEI, TUEN MUN, NEW TERRITORIES",RESIDENTIAL R3,residential,1748,83.19,,high,,,LOT NO. 2883 IN DEMARCATION DISTRICT NO. 130,3,Jantix Realty (Hong Kong) Limited (Jantix Renewal Development Limited),"(1) Sky Castle Limited (Sino Land Company Limited); and <br/>(2) Success City (Hong Kong) Limited. | (1) $81,000,000<br/>(2) $18,100,000 | N.A.",22.41678478,113.9861598,govt-led,FY rule: Application List abolished Feb 2013; all sales government-initiated,Jantix Renewal Development Limited,943.9,sq m,8188,HK$/sq ft,yes,https://www.info.gov.hk/gia/general/201810/24/P2018102400741.htm,"Lam Tei, Tuen Mun; max GFA 943.9 sq m.",Jantix Renewal Development Limited,other,https://www.info.gov.hk/gia/general/201810/24/P2018102400741.htm | raw/2018-2019/LOTNO2883INDEMARCATIONDISTRICTNO130__result.pdf,https://www.info.gov.hk/gia/general/201810/24/P2018102400741.htm | raw/2018-2019/LOTNO2883INDEMARCATIONDISTRICTNO130__result.pdf,,,,,,https://www.legco.gov.hk/research-publications/english/essentials-2022ise09-regulation-on-minimum-home-size-in-london.htm,inferred-N,,APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT,Pending,
2018-2019,30/10/2018,tender,LOT NO. 766 IN DEMARCATION DISTRICT NO. 332,"SOUTH LANTAU ROAD, CHEUNG SHA, LANTAU ISLAND, NEW TERRITORIES",RESIDENTIAL R4,residential,5503,160,,high,,,LOT NO. 766 IN DEMARCATION DISTRICT NO. 332,6,Fully Fortune Corporation Limited,"(1) Cosmic Fortune Limited (Wheelock Properties Limited);<br/>(2) Eternal Focus Limited (Sino Land Company Limited);<br/>(3) Lucky Phoenix Limited (The Development Studio Limited);<br/>(4) Turnwell Limited (K Wah International Holdings Limited); and <br/>(5) View Luxury International Limited (Oasis Trade Holdings Limited). | (1) $129,000,000<br/>(2) $105,000,000<br/>(3) $76,000,000<br/>(4) $48,000,000<br/>(5) $28,000,000 | N.A.",22.23794678,113.9654497,govt-led,FY rule: Application List abolished Feb 2013; all sales government-initiated,,2201,sq m,6754,HK$/sq ft,yes,https://www.devb.gov.hk/en/publications_and_press_releases/press/index_id_10152.html,"South Lantau Road, Cheung Sha. No parent stated. Max GFA 2,201 sq m.",Fully Fortune Corporation Limited,other,https://www.devb.gov.hk/en/publications_and_press_releases/press/index_id_10152.html | raw/2018-2019/LOTNO766INDEMARCATIONDISTRICTNO332__result.pdf,https://www.devb.gov.hk/en/publications_and_press_releases/press/index_id_10152.html | raw/2018-2019/LOTNO766INDEMARCATIONDISTRICTNO332__result.pdf,,,,,,https://www.legco.gov.hk/research-publications/english/essentials-2022ise09-regulation-on-minimum-home-size-in-london.htm,inferred-N,,,No consent,
2018-2019,7/11/2018,tender,NEW KOWLOON INLAND LOT NO. 6574,"KAI TAK AREA 4B SITE 3, KAI TAK, KOWLOON",RESIDENTIAL R1,residential,9706,8333,,high,MIAMI QUAY,23 SHING FUNG ROAD,NEW KOWLOON INLAND LOT NO. 6574,8,"Voyage Mile Limited (Wheelock Properties Limited, New World Development Company Limited, Henderson Land Development Company Limited and Empire Development Hong Kong (BVI) Limited)","(1) Centenary Investments Limited (CK Asset Holdings Limited);<br/>(2) Gold Smart Capital Investment Limited (Golden Sphere Developments Limited);<br/>(3) Macfull Limited (China Overseas Land & Investment Limited);<br/>(4) One Gold Investment Limited (K&K Property Holdings Limited);<br/>(5) Sky Notion Limited (K. Wah International Holdings Limited and Sino Land Company Limited);<br/>(6) Vast Prosperity Investment Limited (Jantix Renewal Development Limited); and <br/>(7) World Dynasty (H.K.) Limited (Sun Hung Kai Properties Limited). | (1) $6,831,011,232<br/>(2) $6,682,000,000<br/>(3) $6,618,800,000<br/>(4) $5,880,000,000<br/>(5) $5,111,000,000<br/>(6) $4,200,000,000<br/>(7) $4,180,000,000 | N.A.",22.31229371,114.2080541,govt-led,FY rule: Application List abolished Feb 2013; all sales government-initiated,Wheelock Properties / New World Development / Henderson Land / Empire Development,53383,sq m,14502,HK$/sq ft,yes,https://www.info.gov.hk/gia/general/201811/07/P2018110700761.htm,"Kai Tak Area 4B Site 3 (Miami Quay); consortium parent. Max GFA 53,383 sq m.",Wheelock/Wharf + New World Development + Henderson Land + Empire Group,consortium,https://www.info.gov.hk/gia/general/201811/07/P2018110700761.htm | raw/2018-2019/NEWKOWLOONINLANDLOTNO6574__result.pdf,https://www.info.gov.hk/gia/general/201811/07/P2018110700761.htm | raw/2018-2019/NEWKOWLOONINLANDLOTNO6574__result.pdf,https://hk.centanet.com/info/en/new-property/Kai-Tak/MIAMI-QUAY-I/2105 | raw/2018-2019/NEWKOWLOONINLANDLOTNO6574__devname.pdf,match,,,,https://www.legco.gov.hk/research-publications/english/essentials-2022ise09-regulation-on-minimum-home-size-in-london.htm,inferred-N,MIAMI QUAY | MIAMI QUAY I | Pending (Phase 1) | Pending (Phase 2) | Unknown (Phase 2),APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | VOYAGE MILE LIMITED,Named development,29-Jun-22
2018-2019,14/11/2018,tender,NEW KOWLOON INLAND LOT NO. 6591,"KAI TAK AREA 4B SITE 4, KAI TAK, KOWLOON",RESIDENTIAL R1,residential,9708,8906.758888,,high,THE PAVILIA FOREST,2 SHING KING STREET,NEW KOWLOON INLAND LOT NO. 6591,7,Rich Fast International Limited (Golden Sphere Developments Limited),"(1) Citypoint Investment Limited (CK Asset Holdings Limited);<br/>(2) Infinite Sun Limited (Wheelock Properties Limited, New World Development Company Limited, Henderson Land Development Company Limited and Empire Development Hong Kong (BVI) Limited);<br/>(3) Macfull Limited (China Overseas Land & Investment Limited);<br/>(4) Marvel Planet Limited (K&K Property Holdings Limited);<br/>(5) Tin Wah International Limited (K. Wah International Holdings Limited and Sino Land Company Limited); and <br/>(6) Topco (H.K.) Limited (Sun Hung Kai Properties Limited). | (1) $8,339,000,000<br/>(2) $8,051,000,000<br/>(3) $7,542,000,000<br/>(4) $6,000,000,000<br/>(5) $5,111,000,000<br/>(6) $4,180,000,000 | N.A.",22.31125405,114.2093002,govt-led,FY rule: Application List abolished Feb 2013; all sales government-initiated,Golden Sphere Developments Limited (New World Development),53394,sq m,15497,HK$/sq ft,yes,https://www.info.gov.hk/gia/general/201811/14/P2018111400723.htm,"Kai Tak Area 4B Site 4 (The Pavilia Forest). Max GFA 53,394 sq m.",New World Development,local_major,https://www.info.gov.hk/gia/general/201811/14/P2018111400723.htm | raw/2018-2019/NEWKOWLOONINLANDLOTNO6591__result.pdf,https://www.info.gov.hk/gia/general/201811/14/P2018111400723.htm | raw/2018-2019/NEWKOWLOONINLANDLOTNO6591__result.pdf,https://www.midland.com.hk/en/new-property/Kowloon-Kai-Tak-The-Pavilia-Forest-The-Pavilia-Forest-I-P000001236 | raw/2018-2019/NEWKOWLOONINLANDLOTNO6591__devname.pdf,match,,,,https://www.legco.gov.hk/research-publications/english/essentials-2022ise09-regulation-on-minimum-home-size-in-london.htm,inferred-N,Pending (Phase 1) | Pending (Phase 2) | Pending (Phase 3) | The Pavilia Forest | The Pavilia Forest I | The Pavilia Forest II | The Pavilia Forest III,APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | RICH FAST INTERNATIONAL LIMITED,Named development,18 December 2023 | 29 December 2023
2018-2019,5/12/2018,tender,LOT NO. 765 IN DEMARCATION DISTRICT NO. 332,"SOUTH LANTAU ROAD, CHEUNG SHA, LANTAU ISLAND, NEW TERRITORIES",RESIDENTIAL R4,residential,2692,203.889,,high,,,LOT NO. 765 IN DEMARCATION DISTRICT NO. 332,12,Danford Development Limited (Sino Land Company Limited),"(1) All Brilliant Inc Limited;<br/>(2) CPT Asia Holdings Limited (Chevalier International Holdings Limited);<br/>(3) Effect Guide Limited and Wealth Shelter Limited (CSI Properties Limited);<br/>(4) Hanforth Limited;<br/>(5) Huge Choice Group Limited (Dynamic Triumph Limited);<br/>(6) Li Wo Properties Investments Company Limited;<br/>(7) Long Think Limited;<br/>(8) Lucky Phoenix Limited (The Development Studio Limited);<br/>(9) Regal Galaxy Investment Limited (Treasure Dynasty Investments Limited);<br/>(10) Rich Sea Limited (Asia Standard International Group Limited); and <br/>(11) Tin Wah International Limited (K Wah Properties (Holdings) Limited). | (1) $180,280,000<br/>(2) $153,900,000<br/>(3) $153,120,000<br/>(4) $150,000,000<br/>(5) $128,900,000<br/>(6) $116,000,000<br/>(7) $105,257,000<br/>(8) $102,000,000<br/>(9) $102,000,000<br/>(10) $70,688,000<br/>(11) $70,300,000 | N.A.",22.23337388,113.9597879,govt-led,FY rule: Application List abolished Feb 2013; all sales government-initiated,Sino Land Company Limited,1076,sq m,17604,HK$/sq ft,yes,https://www.info.gov.hk/gia/general/201812/05/P2018120500730.htm,"South Lantau Road, Cheung Sha. Max GFA 1,076 sq m.",Sino Land,local_major,https://www.info.gov.hk/gia/general/201812/05/P2018120500730.htm | raw/2018-2019/LOTNO765INDEMARCATIONDISTRICTNO332__result.pdf,https://www.info.gov.hk/gia/general/201812/05/P2018120500730.htm | raw/2018-2019/LOTNO765INDEMARCATIONDISTRICTNO332__result.pdf,,,,,,https://www.info.gov.hk/gia/general/201812/05/P2018120500741.htm,verified,,,No consent,
